(Intercept),clim_dissim,disp_mean,disp_variance,divergence,clim_dissim:disp_mean,clim_dissim:disp_variance,clim_dissim:divergence,disp_mean:disp_variance,disp_mean:divergence,disp_variance:divergence,df,logLik,AICc,delta,weight
0.0797680749988561,-0.0180460794410979,-0.00390949234716341,2.58281988733067e-06,-2.66565966895891e-05,NA,NA,NA,NA,NA,NA,9,12618.9519955032,-25219.8839017207,103.823878642488,5.03396092527202e-24
0.0771590589892703,-0.0182998450389633,-0.00174777148278963,-5.4146996269916e-06,5.14470372479813e-06,NA,8.12515955386494e-06,NA,NA,-2.50183587845712e-05,NA,11,12620.9234873049,-25219.8175037457,103.890276617465,4.86958222031464e-24
0.0766953584806348,-0.0134743809978436,-0.00406585139625671,2.96439779954033e-05,1.7818243439518e-05,NA,1.26672146613704e-05,-6.10172229901306e-05,NA,NA,-4.02984511161952e-07,12,12621.7628849537,-25219.490936816,104.21684354715,4.1359815740902e-24
0.0756562746441028,-0.0135264691528964,-0.00313675127270295,2.71138722911607e-05,3.00750741915583e-05,NA,NA,-5.99206004020539e-05,NA,-1.15941560760762e-05,-2.46160888973431e-07,12,12621.6635076022,-25219.2921821129,104.415598250216,3.74472180809058e-24
0.0765917661804955,-0.0129682036946515,-0.00393124720340969,2.5996779080063e-06,1.68914455740924e-05,NA,NA,-6.59658004848405e-05,NA,NA,NA,10,12619.5905130374,-25219.1564697627,104.551310600407,3.49904878401029e-24
0.0744523309794815,-0.0138173673212375,-0.00184308506194287,-5.04100150516229e-06,4.23959650356499e-05,NA,7.76321992737984e-06,-5.81064409138187e-05,NA,-2.41469648432886e-05,NA,12,12621.4166801867,-25218.798527282,104.909253081172,2.92565947022655e-24
0.0785353627832723,-0.0182391312494066,-0.00306762463658389,1.89190250888802e-05,-9.78711771649702e-06,NA,1.17585991626825e-05,NA,NA,-1.09494035162805e-05,-2.84395640676774e-07,12,12621.3725939933,-25218.7103548951,104.997425468067,2.79948010101104e-24
0.0772545418939362,-0.0180158715589544,-0.00380384721863222,-4.51488076576196e-06,NA,NA,6.95665900594635e-06,NA,NA,NA,NA,9,12618.2076895802,-25218.3952898747,105.312490488501,2.39145319252675e-24
0.0797299176681264,-0.0181055787008485,-0.00383532934294135,-4.30078213956996e-06,-2.65831423442043e-05,NA,6.76697722748602e-06,NA,NA,NA,NA,10,12619.0334752436,-25218.0423941751,105.66538618803,2.00461768494143e-24
0.0758045019316623,-0.0136650951566819,-0.00319388385280337,1.9835335608206e-05,2.78851753117725e-05,NA,1.14691426035073e-05,-5.92753421523636e-05,NA,-9.75114317334457e-06,-2.90648022441571e-07,13,12621.8856729182,-25217.7307026922,105.977077670934,1.7153336680049e-24
0.0765758294865747,-0.0130569356642057,-0.00386082954163152,-3.9230745537001e-06,1.66837832488144e-05,NA,6.41213280276485e-06,-6.55458305604272e-05,NA,NA,NA,11,12619.6636675831,-25217.2978643021,106.409916061057,1.3815256406769e-24
0.0742127473445249,-0.0179576627696916,-0.00129997594040231,NA,NA,NA,NA,NA,NA,NA,NA,7,12596.1318273834,-25178.2511575564,145.456622806792,4.58642516428059e-33
0.0761235347237424,-0.0180293948957074,-0.00130629307222786,NA,-2.07484234353125e-05,NA,NA,NA,NA,NA,NA,8,12596.6332189142,-25177.2503681934,146.457412169777,2.78070976932354e-33
0.0736701195835961,-0.0141349695463327,-0.00130993190707405,NA,1.27023382707047e-05,NA,NA,-5.06296256546219e-05,NA,NA,NA,9,12597.0075637212,-25175.9950381567,147.712742206459,1.48444533319493e-33
0.0652721591907437,NA,-0.00567802432078369,5.46912339159786e-05,NA,NA,NA,NA,-2.71700656941454e-07,NA,NA,8,12595.9224353047,-25175.8288009743,147.878979388825,1.36604895442371e-33
0.0767380561583494,-0.0179915458434365,-0.00179598800832008,NA,-2.75059710315607e-05,NA,NA,NA,NA,5.23013615700781e-06,NA,9,12596.7259582245,-25175.4318271633,148.275953199878,1.12011985477282e-33
0.0674178302080649,NA,-0.00571353202858753,5.4983240448659e-05,-2.36764328884723e-05,NA,NA,NA,-2.73124752449184e-07,NA,NA,9,12596.5735977083,-25175.1271061308,148.580674232337,9.61823012956957e-34
0.0672894160985934,NA,-0.00581542417951738,7.8155825035648e-05,-2.10211716089549e-05,NA,NA,NA,-2.62195566142254e-07,NA,-2.55021234556226e-07,10,12597.4190901982,-25174.8136240843,148.894156278846,8.2228695866628e-34
0.0655758441377318,NA,-0.00429905580237274,5.42891899391094e-05,-2.42308859579616e-06,NA,NA,NA,-2.68575534677428e-07,-1.6712236508282e-05,NA,10,12597.4107657481,-25174.7969751841,148.910805179032,8.1547028381585e-34
0.0742748781126316,-0.0139197226797808,-0.00187802401590338,NA,6.33649264042322e-06,NA,NA,-5.28565321980914e-05,NA,6.06573512124886e-06,NA,10,12597.1316071739,-25174.2386580357,149.469122327475,6.16837987233275e-34
0.0663065757079416,NA,-0.00497645510779038,6.80289536275505e-05,-1.01740649576412e-05,NA,NA,NA,-2.64226953024476e-07,-9.40671143152492e-06,-1.47871348149718e-07,11,12597.5350721082,-25173.0406733523,150.667107010868,3.38869157316726e-34
0.0731106066099136,-0.0184726398740205,NA,-5.39864198693173e-05,NA,NA,5.33676368467813e-05,NA,NA,NA,NA,8,12589.6103499932,-25163.2046303513,160.503150011817,2.47834888378475e-36
0.0748435727856766,-0.0185394250674538,NA,-5.41255799034578e-05,-1.88849681964311e-05,NA,5.35061474510247e-05,NA,NA,NA,NA,9,12590.0252862814,-25162.0304832772,161.677297085975,1.37784271870147e-36
